DEPT          TVD         ROP5           GR         A34H         P16H         P28H         P34H      TAB_RES     TEMP_DNI 
       5113.40000   4421.45390      -999.25    140.20280    200.00000     37.14279     40.31671     41.74450      1.00950    132.00000
       5113.50000   4421.52399      -999.25    135.99120    200.00000     37.30922     40.21312     42.22435      1.01359    132.00000
       5113.60000   4421.59409      -999.25    137.06340    200.00000     40.02680     43.05494     44.26073      1.01812    132.00000
       5113.70000   4421.66418      -999.25    129.80470    200.00000     41.84785     44.69452     44.44330      1.02330    132.00000
       5113.80000   4421.73428      -999.25    121.92590    200.00000     43.47725     45.83003     44.38745      1.02906    132.00000
       5113.90000   4421.80438      -999.25    127.17880    200.00000     45.95078     46.97194     46.79620      1.03617    132.00000
       5114.00000   4421.87448      -999.25    132.77640    200.00000     46.79524     47.66465     47.90942      1.03875    132.00000
       5114.10000   4421.94458      -999.25    138.01800    200.00000     47.21801     48.35718     48.52365      1.04760    132.00000
       5114.20000   4422.01468      -999.25    139.72990    200.00000     50.48530     50.59746     50.32399      1.11320    132.00000
       5114.30000   4422.08478      -999.25    139.87550    200.00000     51.36977     52.17096     51.28298      1.13836    132.00000
       5114.40000   4422.15489      -999.25    137.68270    200.00000     50.96529     53.23158     51.76709      1.13731    131.97930
       5114.50000   4422.22499      -999.25    121.00260    200.00000     53.25795     53.38718     52.98782      1.13488    131.73330
       5114.60000   4422.29510      -999.25    112.94260    200.00000     54.45040     54.77301     54.73206      1.13808    131.48720
       5114.70000   4422.36521      -999.25    111.54640    200.00000     54.67888     57.00706     56.75043      1.14574    131.23230
       5114.80000   4422.43531      -999.25    107.22230    200.00000     52.24323     56.07138     55.09506      1.15422    130.74020
       5114.90000   4422.50543      -999.25    106.20790    200.00000     49.28313     54.91475     53.73608      1.15977    130.50000
       5115.00000   4422.57554      -999.25    108.34810    200.00000     45.82316     53.54751     52.65960      1.16252    130.50000
       5115.10000   4422.64565      -999.25    103.50690    200.00000     44.69049     51.17894     52.99116      1.16419    130.01380
       5115.20000   4422.71576      -999.25    105.27870    200.00000     42.64901     48.78957     51.95023      1.16884    129.97830
       5115.30000   4422.78588      -999.25    114.78770    200.00000     39.52505     46.39024     49.30407      1.17693    130.47050
       5115.40000   4422.85600      -999.25    126.04650    200.00000     41.89133     49.30331     52.54964      1.18795    130.03740
       5115.50000   4422.92611      -999.25    131.35320    200.00000     46.91355     53.68357     56.67452      1.19827    129.54530
       5115.60000   4422.99623      -999.25    128.14740    200.00000     55.17231     59.64750     61.50588      1.20737    129.05320
       5115.70000   4423.06635      -999.25    124.39990    200.00000     57.64614     59.54625     61.11215      1.20830    129.87800
       5115.80000   4423.13647      -999.25    121.88950    200.00000     58.24339     59.07307     60.25559      1.20863    130.50000
       5115.90000   4423.20660      -999.25    121.61650    200.00000     56.82073     59.22232     59.69066      1.20959    130.50000
       5116.00000   4423.27672      -999.25    117.26710    200.00000     56.00882     59.08663     58.90992      1.20973    129.66930
       5116.10000   4423.34685      -999.25    112.79410    200.00000     56.37397     58.90992     58.20930      1.21059    129.00000
       5116.20000   4423.41697      -999.25    109.65940    200.00000     59.00045     58.75793     57.76368      1.21333    129.00000
       5116.30000   4423.48710      -999.25    114.05180    200.00000     55.80292     59.14431     58.26306      1.21613    129.39170
       5116.40000   4423.55723      -999.25    119.14800    200.00000     53.38872     59.99348     59.54310      1.26544    129.61610
       5116.50000   4423.62736      -999.25    120.96490    200.00000     57.06598     61.71198     62.26432      1.43919    129.12400
       5116.60000   4423.69749      -999.25    122.69240    200.00000     60.80642     65.67435     66.27657      1.54521    129.00000
       5116.70000   4423.76762      -999.25    122.66680    200.00000     63.92727     69.31332     69.79192      1.61200    129.00000
       5116.80000   4423.83776      -999.25    116.67270    200.00000     64.82798     69.21300     70.07902      1.62200    129.00000
       5116.90000   4423.90789      -999.25    112.75670    200.00000     62.49862     69.64326     70.53046      1.62882    129.00000
       5117.00000   4423.97803      -999.25    110.08150    200.00000     59.68196     70.33688     71.24718      1.63299    129.00000
       5117.10000   4424.04817      -999.25    109.04560    200.00000     61.06504     71.19888     72.87612      1.63121    129.00000
       5117.20000   4424.11831      -999.25    107.06710    200.00000     61.84177     71.81085     71.87012      1.62881    129.00000
       5117.30000   4424.18845      -999.25    104.50210    200.00000     61.90612     72.14774     69.92500      1.62655    129.00000
       5117.40000   4424.25859      -999.25    101.36990    200.00000     59.32218     71.51965     71.16316      1.62746    129.00000
       5117.50000   4424.32873      -999.25     99.73656    200.00000     62.54865     73.99213     74.49908      1.62879    129.00000
       5117.60000   4424.39887      -999.25     99.19608    200.00000     68.63172     78.05376     78.79771      1.63043    129.00000
       5117.70000   4424.46902      -999.25     99.92248    200.00000     63.75666     77.01296     78.35107      1.63246    129.00000
       5117.80000   4424.53916      -999.25     98.66738    200.00000     64.23515     78.82407     80.41135      1.64096    129.00000
       5117.90000   4424.60931      -999.25     96.12504    200.00000     69.10698     82.85232     84.42252      1.65482    129.00000
       5118.00000   4424.67946      -999.25    102.50960    200.00000     77.55450     85.05662     86.89046      1.67396    129.00000
       5118.10000   4424.74961      -999.25    105.12900    200.00000     80.85776     86.25247     88.09995      1.68282    128.50000
       5118.20000   4424.81976      -999.25    104.10180    200.00000     79.17875     86.47163     88.09063      1.68172    127.51570
       5118.30000   4424.88991      -999.25    102.61930    200.00000     80.92219     88.24413     87.83974      1.68188    127.50000
       5118.40000   4424.96007      -999.25    101.61430    200.00000     82.14920     88.06262     87.67843      1.68743    127.50000
       5118.50000   4425.03022      -999.25    101.17840    200.00000     82.70464     85.55762     87.62688      1.69930    127.50000
       5118.60000   4425.10038      -999.25    103.40100    200.00000     88.81531     86.38726     86.85416      1.71284    127.50000
       5118.70000   4425.17054      -999.25    104.93780    200.00000     92.18409     88.69100     87.51622      1.72104    127.50000
       5118.80000   4425.24069      -999.25    105.23650    200.00000     91.09756     92.77312     90.29633      1.72144    127.50000
       5118.90000   4425.31085      -999.25    104.88170    200.00000     89.79430     92.80605     91.64670      1.71385    127.50000
       5119.00000   4425.38101      -999.25    103.60060    200.00000     87.20708     91.86722     92.12045      1.70871    127.50000
       5119.10000   4425.45118      -999.25    100.84470    200.00000     82.42421     90.12278     91.37761      1.70961    127.50000
       5119.20000   4425.52134      -999.25    100.90890    200.00000     81.58817     91.11893     91.46017      1.72049    127.50000
       5119.30000   4425.59151      -999.25    102.29670    200.00000     86.55769     94.93244     93.32211      1.72944    127.50000
       5119.40000   4425.66167      -999.25    105.38710    200.00000    102.46640    103.71430     98.69531      1.73011    127.50000
       5119.50000   4425.73184      -999.25    106.80600    200.00000    104.30020    104.69870    101.25090      1.72610    127.50000
       5119.60000   4425.80201      -999.25    106.44970    200.00000    103.25800    101.00330     99.83274      1.72056    127.50000
       5119.70000   4425.87218      -999.25    102.44410    200.00000    104.45670     90.11945     89.58186      1.71418    127.50000
       5119.80000   4425.94235      -999.25    100.52480    200.00000     97.47878     86.29940     83.50796      1.71323    127.50000
       5119.90000   4426.01252      -999.25     99.52962    200.00000     88.13618     87.84576     82.86793      1.71441    127.50000
       5120.00000   4426.08269      -999.25     99.26510    200.00000     80.38467     99.80103     96.39773      1.71652    127.50000
       5120.10000   4426.15287      -999.25     97.92258    200.00000     88.87801    104.28180    101.58020      1.71886    127.15750
       5120.20000   4426.22304      -999.25     97.02438    200.00000    101.48670    105.19140    102.41530      1.71993    126.66530
       5120.30000   4426.29322      -999.25    100.53190    200.00000     99.74931    104.62630     99.87305      1.71447    126.17320
       5120.40000   4426.36340      -999.25    104.37080    200.00000     97.44573    104.43930    100.83310      1.71491    126.63780
